x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
+1.800000E+00,+16.332E-03,-15.118090E+00,-28.015E-03,-2.582E-03
+1.805000E+00,-109.296E-03,-15.118090E+00,-7.915E-03,-7.858E-03
+1.810000E+00,+192.211E-03,-15.520101E+00,-7.915E-03,-8.612E-03
+1.815000E+00,-373.115E-03,-15.005025E+00,-28.015E-03,-1.828E-03
+1.820000E+00,-385.678E-03,-15.520101E+00,-17.337E-03,-6.602E-03
+1.825000E+00,-423.367E-03,-15.520101E+00,-28.015E-03,-7.858E-03
+1.830000E+00,+192.211E-03,-15.130653E+00,-28.015E-03,-697E-06
+1.835000E+00,-310.301E-03,-15.118090E+00,-13.568E-03,-3.587E-03
+1.840000E+00,+204.774E-03,-15.306533E+00,-28.015E-03,-6.602E-03
+1.845000E+00,-109.296E-03,-15.118090E+00,-12.312E-03,-7.858E-03
+1.850000E+00,-586.683E-03,-15.507538E+00,-66.332E-03,-823E-06
+1.855000E+00,-21.357E-03,-15.118090E+00,+6.533E-03,-7.607E-03
+1.860000E+00,-197.236E-03,-14.904523E+00,-28.015E-03,-4.717E-03
+1.865000E+00,-335.427E-03,-15.432161E+00,-28.015E-03,-697E-06
+1.870000E+00,+179.648E-03,-15.118090E+00,-28.015E-03,-697E-06
+1.875000E+00,+91.709E-03,-14.829146E+00,-13.568E-03,+433E-06
+1.880000E+00,-197.236E-03,-15.494975E+00,-37.437E-03,-2.582E-03
+1.885000E+00,-109.296E-03,-14.891960E+00,-7.915E-03,-4.717E-03
+1.890000E+00,+204.774E-03,-15.118090E+00,-46.859E-03,-823E-06
+1.895000E+00,+91.709E-03,-15.118090E+00,-28.015E-03,+2.192E-03
+1.900000E+00,-222.362E-03,-15.118090E+00,-18.593E-03,-2.833E-03
+1.905000E+00,-197.236E-03,-15.520101E+00,-7.915E-03,-4.717E-03
+1.910000E+00,+192.211E-03,-15.507538E+00,-8.543E-03,-8.612E-03
+1.915000E+00,-84.171E-03,-14.829146E+00,-13.568E-03,+433E-06
+1.920000E+00,-197.236E-03,-15.118090E+00,-7.915E-03,-2.833E-03
+1.925000E+00,+204.774E-03,-15.206030E+00,-12.312E-03,-3.838E-03
+1.930000E+00,+204.774E-03,-15.118090E+00,-7.915E-03,-8.612E-03
