x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-20.00000E-06,+558.04023147E-03,+556.72110245E-03,+540.20100459E-03,+512.87689433E-03
-19.95000E-06,+532.91460359E-03,+521.54522343E-03,+550.25125574E-03,+527.95227105E-03
-19.90000E-06,+537.93972917E-03,+526.57034900E-03,+530.15075345E-03,+502.82664318E-03
-19.85000E-06,+532.91460359E-03,+521.54522343E-03,+535.17587902E-03,+492.77639203E-03
-19.80000E-06,+558.04023147E-03,+536.62060015E-03,+520.10050230E-03,+512.87689432E-03
-19.75000E-06,+522.86435245E-03,+536.62060015E-03,+525.12562787E-03,+517.90201990E-03
-19.70000E-06,+527.88947802E-03,+536.62060015E-03,+540.20100459E-03,+492.77639203E-03
-19.65000E-06,+553.01510589E-03,+536.62060015E-03,+525.12562787E-03,+522.92714547E-03
-19.60000E-06,+537.93972917E-03,+536.62060015E-03,+540.20100459E-03,+512.87689432E-03
-19.55000E-06,+517.83922687E-03,+516.52009785E-03,+555.27638132E-03,+527.95227105E-03
-19.50000E-06,+537.93972917E-03,+536.62060015E-03,+550.25125574E-03,+502.82664318E-03
-19.45000E-06,+522.86435245E-03,+541.64572572E-03,+535.17587902E-03,+512.87689433E-03
-19.40000E-06,+537.93972917E-03,+536.62060015E-03,+520.10050230E-03,+492.77639203E-03
-19.35000E-06,+542.96485474E-03,+546.67085130E-03,+545.22613017E-03,+512.87689433E-03
-19.30000E-06,+537.93972917E-03,+516.52009785E-03,+530.15075345E-03,+532.97739662E-03
-19.25000E-06,+547.98998032E-03,+536.62060015E-03,+535.17587902E-03,+507.85176875E-03
-19.20000E-06,+517.83922687E-03,+556.72110245E-03,+560.30150689E-03,+512.87689433E-03
-19.15000E-06,+532.91460359E-03,+541.64572572E-03,+555.27638132E-03,+492.77639203E-03
-19.10000E-06,+537.93972917E-03,+546.67085130E-03,+540.20100460E-03,+522.92714547E-03
-19.05000E-06,+522.86435245E-03,+556.72110245E-03,+545.22613017E-03,+502.82664318E-03
-19.00000E-06,+558.04023147E-03,+536.62060015E-03,+540.20100459E-03,+532.97739662E-03
-18.95000E-06,+547.98998032E-03,+551.69597687E-03,+525.12562787E-03,+507.85176875E-03
-18.90000E-06,+537.93972917E-03,+556.72110245E-03,+540.20100459E-03,+512.87689433E-03
-18.85000E-06,+547.98998032E-03,+561.74622802E-03,+535.17587902E-03,+517.90201990E-03
-18.80000E-06,+537.93972917E-03,+516.52009785E-03,+540.20100459E-03,+492.77639203E-03
-18.75000E-06,+553.01510589E-03,+551.69597687E-03,+530.15075345E-03,+507.85176875E-03
-18.70000E-06,+517.83922687E-03,+526.57034900E-03,+530.15075345E-03,+502.82664318E-03
-18.65000E-06,+527.88947802E-03,+531.59547458E-03,+545.22613017E-03,+527.95227105E-03
-18.60000E-06,+537.93972917E-03,+536.62060015E-03,+560.30150689E-03,+512.87689433E-03
-18.55000E-06,+553.01510589E-03,+536.62060015E-03,+545.22613017E-03,+517.90201990E-03
-18.50000E-06,+537.93972917E-03,+536.62060015E-03,+520.10050230E-03,+512.87689433E-03
-18.45000E-06,+532.91460360E-03,+541.64572572E-03,+535.17587902E-03,+517.90201990E-03
-18.40000E-06,+497.73872457E-03,+536.62060015E-03,+479.89949770E-03,+532.97739662E-03
-18.35000E-06,+532.91460359E-03,+546.67085130E-03,+540.20100459E-03,+527.95227105E-03
-18.30000E-06,+547.98998032E-03,+536.62060015E-03,+530.15075345E-03,+512.87689432E-03
-18.25000E-06,+517.83922687E-03,+536.62060015E-03,+540.20100459E-03,+507.85176875E-03
-18.20000E-06,+537.93972917E-03,+536.62060015E-03,+540.20100460E-03,+512.87689433E-03
-18.15000E-06,+558.04023147E-03,+551.69597687E-03,+555.27638132E-03,+497.80151760E-03
-18.10000E-06,+537.93972917E-03,+536.62060015E-03,+550.25125574E-03,+512.87689433E-03
-18.05000E-06,+553.01510589E-03,+541.64572572E-03,+525.12562787E-03,+507.85176875E-03
-18.00000E-06,+517.83922687E-03,+536.62060015E-03,+540.20100459E-03,+512.87689433E-03
-17.95000E-06,+532.91460359E-03,+536.62060015E-03,+555.27638132E-03,+512.87689433E-03
-17.90000E-06,+537.93972917E-03,+546.67085130E-03,+530.15075345E-03,+512.87689433E-03
-17.85000E-06,+542.96485474E-03,+521.54522343E-03,+535.17587902E-03,+517.90201990E-03
-17.80000E-06,+517.83922687E-03,+536.62060015E-03,+540.20100459E-03,+492.77639203E-03
-17.75000E-06,+542.96485474E-03,+536.62060015E-03,+555.27638132E-03,+512.87689433E-03
-17.70000E-06,+537.93972917E-03,+536.62060015E-03,+540.20100459E-03,+512.87689432E-03
-17.65000E-06,+532.91460360E-03,+536.62060015E-03,+540.20100459E-03,+502.82664317E-03
-17.60000E-06,+537.93972917E-03,+556.72110245E-03,+560.30150689E-03,+532.97739662E-03
-17.55000E-06,+512.81410130E-03,+536.62060015E-03,+520.10050230E-03,+512.87689433E-03
-17.50000E-06,+527.88947802E-03,+536.62060015E-03,+520.10050230E-03,+522.92714547E-03
-17.45000E-06,+537.93972917E-03,+531.59547458E-03,+530.15075345E-03,+527.95227105E-03
-17.40000E-06,+558.04023146E-03,+536.62060015E-03,+540.20100459E-03,+492.77639203E-03
-17.35000E-06,+558.04023147E-03,+536.62060015E-03,+520.10050230E-03,+517.90201990E-03
-17.30000E-06,+537.93972917E-03,+536.62060015E-03,+550.25125574E-03,+512.87689433E-03
-17.25000E-06,+542.96485474E-03,+551.69597687E-03,+540.20100459E-03,+512.87689433E-03
-17.20000E-06,+537.93972917E-03,+556.72110245E-03,+540.20100459E-03,+512.87689433E-03
-17.15000E-06,+537.93972917E-03,+536.62060015E-03,+540.20100459E-03,+497.80151760E-03
-17.10000E-06,+527.88947802E-03,+526.57034900E-03,+530.15075345E-03,+512.87689433E-03
-17.05000E-06,+522.86435245E-03,+526.57034900E-03,+525.12562787E-03,+512.87689433E-03
-17.00000E-06,+537.93972917E-03,+556.72110244E-03,+540.20100459E-03,+472.67588973E-03
-16.95000E-06,+537.93972917E-03,+536.62060015E-03,+545.22613017E-03,+497.80151760E-03
-16.90000E-06,+558.04023147E-03,+536.62060015E-03,+540.20100459E-03,+512.87689433E-03
-16.85000E-06,+547.98998032E-03,+521.54522343E-03,+545.22613017E-03,+527.95227105E-03
-16.80000E-06,+537.93972917E-03,+536.62060015E-03,+540.20100459E-03,+512.87689433E-03
-16.75000E-06,+522.86435245E-03,+556.72110245E-03,+535.17587902E-03,+512.87689433E-03
-16.70000E-06,+537.93972917E-03,+536.62060015E-03,+550.25125574E-03,+492.77639203E-03
-16.65000E-06,+537.93972917E-03,+541.64572572E-03,+535.17587902E-03,+517.90201990E-03
-16.60000E-06,+537.93972917E-03,+536.62060015E-03,+520.10050230E-03,+512.87689433E-03
-16.55000E-06,+527.88947802E-03,+531.59547457E-03,+525.12562787E-03,+527.95227105E-03
-16.50000E-06,+527.88947802E-03,+516.52009785E-03,+560.30150689E-03,+492.77639203E-03
-16.45000E-06,+558.04023147E-03,+536.62060015E-03,+540.20100459E-03,+502.82664317E-03
-16.40000E-06,+517.83922687E-03,+536.62060015E-03,+540.20100459E-03,+512.87689432E-03
-16.35000E-06,+522.86435245E-03,+541.64572572E-03,+535.17587902E-03,+497.80151760E-03
-16.30000E-06,+547.98998032E-03,+536.62060015E-03,+540.20100459E-03,+522.92714547E-03
-16.25000E-06,+537.93972917E-03,+536.62060015E-03,+515.07537672E-03,+512.87689433E-03
-16.20000E-06,+537.93972917E-03,+556.72110245E-03,+540.20100459E-03,+512.87689433E-03
-16.15000E-06,+532.91460359E-03,+521.54522343E-03,+555.27638132E-03,+517.90201990E-03
-16.10000E-06,+527.88947802E-03,+556.72110245E-03,+560.30150689E-03,+502.82664318E-03
