x-axis,1,2
second,Volt,Volt
-2.470000E-03,,
-2.467500E-03,+576.329564E-03,+532.087526E-03
-2.465000E-03,+525.031408E-03,+546.639452E-03
-2.462500E-03,+549.319514E-03,+559.097576E-03
-2.460000E-03,+522.937605E-03,+545.278480E-03
-2.457500E-03,+531.940955E-03,+526.538949E-03
-2.455000E-03,+543.142798E-03,+546.639452E-03
-2.452500E-03,+549.947655E-03,+558.469435E-03
-2.450000E-03,+541.677136E-03,+529.365583E-03
-2.447500E-03,+541.677136E-03,+546.639452E-03
-2.445000E-03,+561.777638E-03,+546.639452E-03
-2.442500E-03,+561.777638E-03,+530.621864E-03
-2.440000E-03,+561.777638E-03,+519.524712E-03
-2.437500E-03,+541.677136E-03,+528.528062E-03
-2.435000E-03,+552.669598E-03,+528.423372E-03
-2.432500E-03,+541.677136E-03,+546.639452E-03
-2.430000E-03,+543.980319E-03,+537.740792E-03
-2.427500E-03,+559.579146E-03,+528.737442E-03
-2.425000E-03,+561.777638E-03,+533.343807E-03
-2.422500E-03,+557.485344E-03,+542.347157E-03
-2.420000E-03,+557.066583E-03,+526.538949E-03
-2.417500E-03,+549.005444E-03,+540.253355E-03
-2.415000E-03,+556.543132E-03,+544.022199E-03
-2.412500E-03,+541.677136E-03,+538.159552E-03
-2.410000E-03,+542.200587E-03,+527.062400E-03
-2.407500E-03,+552.250838E-03,+556.166252E-03
-2.405000E-03,+543.247488E-03,+528.109301E-03
-2.402500E-03,+567.012144E-03,+533.971948E-03
-2.400000E-03,+561.777638E-03,+542.975298E-03
-2.397500E-03,+571.199749E-03,+550.722366E-03
-2.395000E-03,+535.919180E-03,+540.881495E-03
-2.392500E-03,+544.922530E-03,+533.029737E-03
-2.390000E-03,+553.925880E-03,+526.538949E-03
-2.387500E-03,+560.626047E-03,+526.538949E-03
-2.385000E-03,+551.622697E-03,+526.538949E-03
-2.382500E-03,+560.835427E-03,+525.596738E-03
-2.380000E-03,+561.777638E-03,+522.560725E-03
-2.377500E-03,+544.713149E-03,+529.574963E-03
-2.375000E-03,+541.677136E-03,+520.571613E-03
-2.372500E-03,+541.677136E-03,+531.668765E-03
-2.370000E-03,+561.777638E-03,+530.412484E-03
-2.367500E-03,+554.554020E-03,+526.538949E-03
-2.365000E-03,+558.218174E-03,+528.318681E-03
-2.362500E-03,+552.460218E-03,+526.538949E-03
-2.360000E-03,+561.463568E-03,+526.538949E-03
-2.357500E-03,+521.576634E-03,+535.228229E-03
-2.355000E-03,+539.269263E-03,+531.354695E-03
