x-axis,1,2,3
second,Volt,Volt,Volt
-10.20000E-06,,,
-10.15000E-06,-29.89973128E-03,-15.57787508E-03,+165.76639377E-03
-10.10000E-06,-29.89973128E-03,-83.41707033E-03,+148.80659495E-03
-10.05000E-06,+50.50227791E-03,-15.57787508E-03,+153.83172053E-03
-10.00000E-06,+50.50227791E-03,+1.13768844423E+00,+152.57543913E-03
-9.95000E-06,-29.89973128E-03,+2.22060300549E+00,+165.76639377E-03
-9.90000E-06,-29.89973128E-03,+2.16783918696E+00,+148.80659495E-03
-9.85000E-06,-44.97510800E-03,+2.15527637303E+00,+153.83172053E-03
-9.80000E-06,-4.77410341E-03,+1.03216080717E+00,+192.14830303E-03
-9.75000E-06,-175.62837293E-03,-15.57787508E-03,+161.99754959E-03
-9.70000E-06,-29.89973128E-03,-28.14068901E-03,+148.80659495E-03
-9.65000E-06,-14.82435455E-03,-63.31656803E-03,+165.76639377E-03
-9.60000E-06,+50.50227791E-03,+1.19045226276E+00,+125.56538917E-03
-9.55000E-06,-22.36204292E-03,+2.07487436384E+00,+145.66589147E-03
-9.50000E-06,+37.93946398E-03,+2.14271355909E+00,+139.38448450E-03
-9.45000E-06,+17.83896168E-03,+2.15527637303E+00,+153.83172053E-03
-9.40000E-06,-2.26154062E-03,+1.08241206291E+00,+199.05785070E-03
-9.35000E-06,+42.96458955E-03,-15.57787508E-03,+165.76639377E-03
-9.30000E-06,-29.89973128E-03,-15.57787508E-03,+145.66589147E-03
-9.25000E-06,+17.83896168E-03,-15.57787508E-03,+157.60056471E-03
-9.20000E-06,-2.26154062E-03,+1.21557789063E+00,+138.75634380E-03
-9.15000E-06,+50.50227791E-03,+2.22814069386E+00,+129.33423335E-03
-9.10000E-06,-29.89973128E-03,+2.14271355909E+00,+165.76639377E-03
-9.05000E-06,+50.50227791E-03,+2.15527637303E+00,+165.76639377E-03
-9.00000E-06,-29.89973128E-03,+1.08241206291E+00,+185.86689606E-03
-8.95000E-06,+50.50227791E-03,-15.57787508E-03,+145.66589147E-03
-8.90000E-06,+50.50227791E-03,-15.57787508E-03,+151.94729844E-03
-8.85000E-06,-29.89973128E-03,-48.24119131E-03,+177.70106700E-03
-8.80000E-06,-29.89973128E-03,+1.21809045342E+00,+145.66589147E-03
-8.75000E-06,-22.36204292E-03,+2.14773868467E+00,+163.88197168E-03
-8.70000E-06,-97.73892653E-03,+2.14271355909E+00,+145.66589147E-03
-8.65000E-06,-62.56304751E-03,+2.18793968926E+00,+157.60056471E-03
-8.60000E-06,+22.86408725E-03,+1.05728643504E+00,+192.14830303E-03
-8.55000E-06,-29.89973128E-03,-23.11556344E-03,+163.88197168E-03
-8.50000E-06,-29.89973128E-03,-3.01506114E-03,+162.62569028E-03
-8.45000E-06,+50.50227791E-03,-15.57787508E-03,+165.76639377E-03
-8.40000E-06,+50.50227791E-03,+1.19045226276E+00,+158.85684610E-03
-8.35000E-06,-29.89973128E-03,+2.08241205220E+00,+129.33423335E-03
-8.30000E-06,-17.33691734E-03,+2.16783918696E+00,+148.80659495E-03
-8.25000E-06,-29.89973128E-03,+2.15527637303E+00,+153.83172053E-03
-8.20000E-06,-2.26154062E-03,+1.05728643504E+00,+178.32920770E-03
-8.15000E-06,-102.76405211E-03,-8.04018672E-03,+145.66589147E-03
-8.10000E-06,+50.50227791E-03,+39.69850624E-03,+148.80659495E-03
-8.05000E-06,+35.42690119E-03,-15.57787508E-03,+157.60056471E-03
-8.00000E-06,-82.66354981E-03,+1.19045226276E+00,+125.56538917E-03
-7.95000E-06,-22.36204292E-03,+2.14773868467E+00,+127.44981126E-03
-7.90000E-06,+37.93946398E-03,+2.15527637303E+00,+145.66589147E-03
-7.85000E-06,-62.56304751E-03,+2.18793968926E+00,+133.73121823E-03
-7.80000E-06,-110.30174047E-03,+1.05728643504E+00,+165.13825307E-03
-7.75000E-06,-110.30174047E-03,-15.57787508E-03,+183.98247397E-03
-7.70000E-06,-29.89973128E-03,-28.14068901E-03,+185.86689606E-03
-7.65000E-06,-29.89973128E-03,-15.57787508E-03,+177.70106701E-03
-7.60000E-06,-2.26154062E-03,+1.24321608129E+00,+132.47493684E-03
-7.55000E-06,-29.89973128E-03,+2.22814069386E+00,+163.88197168E-03
-7.50000E-06,-29.89973128E-03,+2.14271355909E+00,+142.52518798E-03
-7.45000E-06,+50.50227791E-03,+2.15527637303E+00,+153.83172053E-03
-7.40000E-06,-82.66354981E-03,+1.05728643504E+00,+165.76639377E-03
-7.35000E-06,-29.89973128E-03,-15.57787508E-03,+165.76639377E-03
-7.30000E-06,-42.46254521E-03,-83.41707033E-03,+162.62569028E-03
-7.25000E-06,-29.89973128E-03,-15.57787508E-03,+161.99754958E-03
-7.20000E-06,-2.26154062E-03,+1.19045226276E+00,+132.47493684E-03
-7.15000E-06,+50.50227791E-03,+2.14773868467E+00,+165.76639377E-03
-7.10000E-06,+37.93946398E-03,+2.15527637303E+00,+165.76639377E-03
-7.05000E-06,+2.76358495E-03,+2.15527637303E+00,+153.83172053E-03
-7.00000E-06,+22.86408725E-03,+1.05728643504E+00,+185.86689606E-03
-6.95000E-06,+35.42690119E-03,-8.04018672E-03,+165.76639377E-03
-6.90000E-06,-17.33691734E-03,-28.14068901E-03,+148.80659495E-03
-6.85000E-06,+17.83896168E-03,-15.57787508E-03,+145.66589147E-03
-6.80000E-06,-2.26154062E-03,+1.24321608129E+00,+126.19352987E-03
-6.75000E-06,-29.89973128E-03,+2.15527637303E+00,+147.55031356E-03
-6.70000E-06,-29.89973128E-03,+2.16783918696E+00,+148.80659495E-03
-6.65000E-06,+50.50227791E-03,+2.15527637303E+00,+165.76639377E-03
-6.60000E-06,-29.89973128E-03,+1.02964824438E+00,+212.24880533E-03
-6.55000E-06,-168.09068457E-03,-80.90450754E-03,+145.66589147E-03
-6.50000E-06,-29.89973128E-03,-28.14068901E-03,+162.62569028E-03
-6.45000E-06,+17.83896168E-03,-63.31656803E-03,+165.76639377E-03
-6.40000E-06,+22.86408725E-03,+1.19045226276E+00,+145.66589147E-03
-6.35000E-06,-37.43741964E-03,+2.06733667548E+00,+163.88197168E-03
-6.30000E-06,+37.93946398E-03,+2.22311556828E+00,+156.34428331E-03
-6.25000E-06,+2.76358495E-03,+2.17035174975E+00,+165.76639377E-03
-6.20000E-06,+50.50227791E-03,+1.05728643504E+00,+192.14830303E-03
-6.15000E-06,-29.89973128E-03,+57.28644575E-03,+147.55031356E-03
-6.10000E-06,-97.73892653E-03,-15.57787508E-03,+165.76639377E-03
-6.05000E-06,-77.63842424E-03,+17.08544115E-03,+133.73121823E-03
-6.00000E-06,-55.02535915E-03,+1.27085427195E+00,+139.38448450E-03
-5.95000E-06,+42.96458955E-03,+2.15527637303E+00,+165.76639377E-03
-5.90000E-06,-17.33691734E-03,+2.16783918696E+00,+165.76639377E-03
-5.85000E-06,-29.89973128E-03,+2.15527637303E+00,+145.66589147E-03
-5.80000E-06,-110.30174047E-03,+1.13768844423E+00,+158.85684610E-03
-5.75000E-06,+42.96458955E-03,-88.44219590E-03,+163.88197168E-03
-5.70000E-06,+50.50227791E-03,-15.57787508E-03,+142.52518798E-03
-5.65000E-06,+2.76358495E-03,-30.65325180E-03,+145.66589147E-03
-5.60000E-06,-29.89973128E-03,+1.24321608129E+00,+125.56538917E-03
-5.55000E-06,+50.50227791E-03,+2.08241205220E+00,+127.44981126E-03
-5.50000E-06,+37.93946398E-03,+2.15527637303E+00,+162.62569028E-03
-5.45000E-06,+98.24097087E-03,+2.15527637303E+00,+153.83172053E-03
-5.40000E-06,+22.86408725E-03,+1.00452261651E+00,+178.95734840E-03
-5.35000E-06,-102.76405211E-03,-15.57787508E-03,+202.19855418E-03
-5.30000E-06,-85.17611260E-03,-95.97988427E-03,+131.84679614E-03
-5.25000E-06,-29.89973128E-03,+17.08544116E-03,+157.60056471E-03
-5.20000E-06,+50.50227791E-03,+1.21809045342E+00,+172.67594143E-03
-5.15000E-06,-29.89973128E-03,+2.14773868467E+00,+163.88197168E-03
-5.10000E-06,+37.93946397E-03,+2.16783918696E+00,+131.84679614E-03
-5.05000E-06,+2.76358495E-03,+2.15527637303E+00,+153.83172053E-03
-5.00000E-06,-2.26154062E-03,+1.02964824438E+00,+172.67594143E-03
-4.95000E-06,-22.36204292E-03,-15.57787508E-03,+147.55031356E-03
-4.90000E-06,-97.73892653E-03,-28.14068901E-03,+162.62569028E-03
-4.85000E-06,+2.76358495E-03,-30.65325180E-03,+165.76639377E-03
-4.80000E-06,-55.02535915E-03,+1.19045226276E+00,+152.57543913E-03
-4.75000E-06,+50.50227791E-03,+2.07487436384E+00,+147.55031356E-03
-4.70000E-06,-29.89973128E-03,+2.14271355909E+00,+148.80659495E-03
-4.65000E-06,+98.24097087E-03,+2.17035174975E+00,+165.76639377E-03
-4.60000E-06,-57.53792194E-03,+976.88442585E-03,+212.24880533E-03
-4.55000E-06,+42.96458955E-03,-15.57787508E-03,+163.88197168E-03
-4.50000E-06,-17.33691734E-03,-83.41707033E-03,+142.52518798E-03
-4.45000E-06,-44.97510800E-03,-63.31656803E-03,+153.83172053E-03
-4.40000E-06,+50.50227791E-03,+1.24321608129E+00,+132.47493684E-03
-4.35000E-06,+42.96458955E-03,+2.14773868467E+00,+167.65081586E-03
-4.30000E-06,-17.33691734E-03,+2.15527637303E+00,+165.76639377E-03
-4.25000E-06,+2.76358495E-03,+2.15527637303E+00,+145.66589147E-03
-4.20000E-06,-110.30174047E-03,+1.05728643504E+00,+172.04780073E-03
-4.15000E-06,-29.89973128E-03,-95.97988427E-03,+165.76639377E-03
-4.10000E-06,+37.93946397E-03,-28.14068901E-03,+148.80659495E-03
-4.05000E-06,+2.76358495E-03,-48.24119131E-03,+165.76639377E-03
-4.00000E-06,+50.50227791E-03,+1.21809045342E+00,+125.56538917E-03
-3.95000E-06,-95.22636375E-03,+2.07487436384E+00,+127.44981126E-03
-3.90000E-06,+118.34147316E-03,+2.14271355909E+00,+159.48498680E-03
-3.85000E-06,-14.82435456E-03,+2.28341707517E+00,+165.76639377E-03
-3.80000E-06,-4.77410341E-03,+1.05728643504E+00,+212.24880533E-03
-3.75000E-06,+42.96458955E-03,+64.82413411E-03,+165.76639377E-03
-3.70000E-06,-42.46254521E-03,-95.97988427E-03,+168.90709725E-03
-3.65000E-06,-77.63842423E-03,-95.97988427E-03,+137.50006241E-03
-3.60000E-06,+22.86408725E-03,+1.19045226276E+00,+159.48498680E-03
-3.55000E-06,-29.89973128E-03,+2.07487436384E+00,+165.76639377E-03
-3.50000E-06,-29.89973128E-03,+2.15527637303E+00,+179.58548910E-03
-3.45000E-06,+50.50227791E-03,+2.10753768007E+00,+165.76639377E-03
-3.40000E-06,-32.41229406E-03,+1.05728643504E+00,+172.67594143E-03
-3.35000E-06,+42.96458955E-03,-15.57787508E-03,+145.66589147E-03
-3.30000E-06,+50.50227791E-03,-15.57787508E-03,+172.04780073E-03
-3.25000E-06,-29.89973128E-03,-48.24119131E-03,+149.43473565E-03
-3.20000E-06,+22.86408725E-03,+1.21809045342E+00,+145.66589147E-03
-3.15000E-06,-22.36204292E-03,+2.15527637303E+00,+109.23373105E-03
-3.10000E-06,+37.93946397E-03,+2.15527637303E+00,+162.62569028E-03
-3.05000E-06,+2.76358495E-03,+2.15527637303E+00,+133.73121823E-03
-3.00000E-06,+75.62790578E-03,+976.88442585E-03,+205.96739836E-03
-2.95000E-06,-29.89973128E-03,-23.11556344E-03,+145.66589147E-03
-2.90000E-06,-29.89973128E-03,-28.14068901E-03,+131.84679614E-03
-2.85000E-06,+17.83896168E-03,+17.08544116E-03,+141.89704729E-03
-2.80000E-06,+78.14046857E-03,+1.27085427195E+00,+145.66589147E-03
-2.75000E-06,+50.50227791E-03,+2.14773868467E+00,+163.88197168E-03
-2.70000E-06,+130.90428710E-03,+2.15527637303E+00,+162.62569028E-03
-2.65000E-06,+2.76358495E-03,+2.15527637303E+00,+165.76639377E-03
-2.60000E-06,-29.89973128E-03,+1.13768844423E+00,+172.04780073E-03
