x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-5.00000E-06,+1.36293968745E+00,+1.37192211300E+00,+1.34375000000E+00,+8.22236389E-03
-4.95000E-06,+1.35791456187E+00,+1.35684673628E+00,+1.35882537672E+00,+10.23241412E-03
-4.90000E-06,+1.37298993859E+00,+1.37192211300E+00,+1.36385050230E+00,+2.19221320E-03
-4.85000E-06,+1.33278893400E+00,+1.35182161070E+00,+1.34877512557E+00,+6.21231366E-03
-4.80000E-06,+1.32273868285E+00,+1.35182161070E+00,+1.36385050230E+00,+4.20226343E-03
-4.75000E-06,+1.36293968745E+00,+1.36689698743E+00,+1.36887562787E+00,+5.20728854E-03
-4.70000E-06,+1.36293968745E+00,+1.35182161070E+00,+1.36385050230E+00,+8.22236389E-03
-4.65000E-06,+1.35288943630E+00,+1.35182161070E+00,+1.33872487443E+00,+6.21231366E-03
-4.60000E-06,+1.38304018974E+00,+1.37192211300E+00,+1.32364949770E+00,+12.24246435E-03
-4.55000E-06,+1.36293968745E+00,+1.32167085726E+00,+1.33369974885E+00,+12.24246435E-03
-4.50000E-06,+1.34283918515E+00,+1.34177135956E+00,+1.35380025115E+00,+2.19221320E-03
-4.45000E-06,+1.36293968745E+00,+1.36689698743E+00,+1.34375000000E+00,+8.22236389E-03
-4.40000E-06,+1.34283918515E+00,+1.35182161070E+00,+1.36385050230E+00,+8.22236389E-03
-4.35000E-06,+1.36796481302E+00,+1.35182161070E+00,+1.35882537672E+00,+6.21231366E-03
-4.30000E-06,+1.35288943630E+00,+1.35182161070E+00,+1.34375000000E+00,+10.23241412E-03
-4.25000E-06,+1.35288943630E+00,+1.33674623398E+00,+1.36385050230E+00,+9.22738900E-03
-4.20000E-06,+1.34283918515E+00,+1.35182161070E+00,+1.34375000000E+00,+12.24246435E-03
-4.15000E-06,+1.36293968745E+00,+1.36689698743E+00,+1.35882537672E+00,+14.25251458E-03
-4.10000E-06,+1.35288943630E+00,+1.35182161070E+00,+1.33369974885E+00,+8.22236389E-03
-4.05000E-06,+1.37801506417E+00,+1.35182161070E+00,+1.32867462328E+00,+11.23743923E-03
-4.00000E-06,+1.32273868285E+00,+1.35182161070E+00,+1.34375000000E+00,+12.24246435E-03
-3.95000E-06,+1.36293968745E+00,+1.36187186185E+00,+1.36887562787E+00,+8.22236389E-03
-3.90000E-06,+1.35288943630E+00,+1.35182161070E+00,+1.38395100459E+00,+10.23241412E-03
-3.85000E-06,+1.36293968745E+00,+1.36689698743E+00,+1.34375000000E+00,+5.20728854E-03
-3.80000E-06,+1.38304018974E+00,+1.35182161070E+00,+1.32364949770E+00,+12.24246435E-03
-3.75000E-06,+1.35791456187E+00,+1.35182161070E+00,+1.34877512557E+00,+9.22738900E-03
-3.70000E-06,+1.35288943630E+00,+1.36187186185E+00,+1.36385050230E+00,+8.22236389E-03
-3.65000E-06,+1.34786431072E+00,+1.35182161070E+00,+1.35380025115E+00,+5.20728854E-03
-3.60000E-06,+1.36293968745E+00,+1.35182161070E+00,+1.36385050230E+00,+4.20226343E-03
-3.55000E-06,+1.36293968745E+00,+1.33172110841E+00,+1.34375000000E+00,+9.22738900E-03
