x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-14.70000E-03,,,,
-14.67500E-03,-13.02014E-03,-125.56E-06,-29.02012E-03,-103.31145E-03
-14.65000E-03,+9.17097E-03,-125.56E-06,+51.38189E-03,-58.92923E-03
-14.62500E-03,-101.78458E-03,-125.56E-06,+51.38189E-03,+4.74791E-03
-14.60000E-03,-60.29854E-03,-80.52757E-03,+45.91564E-03,-125.50256E-03
-14.57500E-03,-29.74500E-03,-125.56E-06,+12.46592E-03,-45.10055E-03
-14.55000E-03,-68.33486E-03,-77.63139E-03,-26.12394E-03,+32.40527E-03
-14.52500E-03,-38.10743E-03,-125.56E-06,-62.14373E-03,-45.10055E-03
-14.50000E-03,-71.23104E-03,-11.38417E-03,-98.16352E-03,-45.10055E-03
-14.47500E-03,+9.17097E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-14.45000E-03,+9.17097E-03,-19.74660E-03,-9.39908E-03,-45.10055E-03
-14.42500E-03,+73.17423E-03,-125.56E-06,+34.98314E-03,-45.10055E-03
-14.40000E-03,+9.17097E-03,+52.29298E-03,-29.02012E-03,-45.10055E-03
-14.37500E-03,-63.19472E-03,+7.91076E-03,-20.98379E-03,-45.10055E-03
-14.35000E-03,+9.17097E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-14.32500E-03,-71.23104E-03,-125.56E-06,-29.02012E-03,-45.42666E-03
-14.30000E-03,-35.53736E-03,-125.56E-06,+15.68821E-03,-9.40687E-03
-14.27500E-03,-62.54250E-03,-71.83904E-03,+51.38189E-03,+26.61292E-03
-14.25000E-03,+62.24173E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-14.22500E-03,-54.18007E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-14.20000E-03,-52.26222E-03,+18.84326E-03,+32.41307E-03,-45.10055E-03
-14.17500E-03,+64.15958E-03,-55.11418E-03,-29.02012E-03,-70.51395E-03
-14.15000E-03,-50.01825E-03,+10.48083E-03,-29.02012E-03,-34.49416E-03
-14.12500E-03,+9.17097E-03,+33.65026E-03,-29.02012E-03,+35.30145E-03
-14.10000E-03,+9.17097E-03,-2.36953E-03,-104.93420E-03,-45.10055E-03
-14.07500E-03,-29.09278E-03,+42.01269E-03,+51.38189E-03,-45.10055E-03
-14.05000E-03,+15.28944E-03,-125.56E-06,-103.30366E-03,+35.30145E-03
-14.02500E-03,-91.83040E-03,-125.56E-06,+881.21E-06,-45.10055E-03
-14.00000E-03,-71.23104E-03,-66.04668E-03,+102.82211E-03,-45.10055E-03
-13.97500E-03,+9.17097E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-13.95000E-03,+9.17097E-03,+22.71776E-03,-63.73547E-03,-45.10055E-03
-13.92500E-03,-71.23104E-03,-67.35111E-03,-83.06920E-03,-31.92409E-03
-13.90000E-03,-71.23104E-03,-125.56E-06,+20.17614E-03,-94.29681E-03
-13.87500E-03,-66.41701E-03,-75.71354E-03,-104.60809E-03,-40.28652E-03
-13.85000E-03,-30.39722E-03,-125.56E-06,+11.81371E-03,-4.26673E-03
-13.82500E-03,+9.17097E-03,-125.56E-06,+47.83350E-03,-41.55216E-03
-13.80000E-03,-38.75965E-03,-32.59696E-03,+3.45128E-03,+35.30145E-03
-13.77500E-03,-2.73986E-03,+68.36562E-03,-29.02012E-03,-33.18973E-03
-13.75000E-03,-103.41512E-03,-56.41861E-03,-85.31316E-03,-69.20952E-03
-13.72500E-03,-11.10229E-03,-20.39882E-03,+51.38189E-03,-105.22931E-03
-13.70000E-03,-6.57556E-03,+48.78338E-03,-44.76665E-03,-45.10055E-03
-13.67500E-03,-42.59535E-03,-51.89189E-03,-80.78644E-03,-45.10055E-03
-13.65000E-03,-71.23104E-03,-125.56E-06,+51.38189E-03,-45.10055E-03
-13.62500E-03,-77.63681E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-13.60000E-03,+9.17097E-03,-79.54925E-03,+51.38189E-03,-45.10055E-03
-13.57500E-03,-71.23104E-03,-80.52757E-03,+16.34043E-03,-10.05909E-03
-13.55000E-03,-169.78E-06,-125.56E-06,-29.02012E-03,-35.75980E-03
-13.52500E-03,-124.95401E-03,-53.84854E-03,-2.34108E-03,-71.77959E-03
-13.50000E-03,-116.22667E-03,-125.56E-06,+33.67871E-03,-45.10055E-03
-13.47500E-03,+9.17097E-03,-62.21097E-03,+33.06529E-03,+16.98485E-03
-13.45000E-03,-16.89464E-03,-125.56E-06,+51.38189E-03,-125.50256E-03
-13.42500E-03,-71.23104E-03,-125.56E-06,-19.06594E-03,+25.34728E-03
-13.40000E-03,+43.59902E-03,-34.55361E-03,-63.44816E-03,-45.10055E-03
-13.37500E-03,-69.63929E-03,-125.56E-06,+49.79015E-03,-43.50881E-03
-13.35000E-03,-71.23104E-03,-42.91604E-03,+51.38189E-03,-45.10055E-03
-13.32500E-03,-64.46035E-03,-73.75689E-03,+44.61121E-03,-51.87124E-03
-13.30000E-03,-41.98193E-03,-51.27847E-03,-29.02012E-03,-15.85145E-03
-13.27500E-03,-56.09792E-03,-15.25868E-03,+36.24878E-03,-45.10055E-03
-13.25000E-03,-11.71570E-03,-80.52757E-03,+51.38189E-03,-45.10055E-03
-13.22500E-03,+9.17097E-03,+56.78090E-03,+27.88635E-03,-45.10055E-03
-13.20000E-03,+77.04874E-03,+55.22796E-03,-41.54436E-03,-32.57631E-03
-13.17500E-03,-87.91710E-03,-48.66960E-03,-29.02012E-03,-61.78661E-03
-13.15000E-03,-71.23104E-03,-76.36576E-03,+51.38189E-03,-121.34075E-03
-13.12500E-03,-31.04943E-03,-125.56E-06,-69.24052E-03,-4.88015E-03
-13.10000E-03,-151.63305E-03,-4.32618E-03,-33.22073E-03,+31.10084E-03
-13.07500E-03,-39.41186E-03,-31.94474E-03,+19.56272E-03,-45.10055E-03
-13.05000E-03,-3.39207E-03,-67.96453E-03,+38.81885E-03,-45.10055E-03
-13.02500E-03,+9.17097E-03,+56.81970E-03,-29.02012E-03,-45.10055E-03
-13.00000E-03,-11.75450E-03,-125.56E-06,-8.09464E-03,+14.37598E-03
-12.97500E-03,+9.17097E-03,-65.43326E-03,+36.28758E-03,+35.30145E-03
-12.95000E-03,-20.11693E-03,-80.52757E-03,+51.38189E-03,-45.10055E-03
-12.92500E-03,+9.17097E-03,-125.56E-06,+44.65001E-03,-45.10055E-03
-12.90000E-03,+9.17097E-03,+42.62611E-03,-29.02012E-03,-45.10055E-03
-12.87500E-03,-72.86158E-03,-125.56E-06,+126.89227E-03,-122.24147E-03
-12.85000E-03,-25.21827E-03,-125.56E-06,+5.36913E-03,-10.71131E-03
-12.82500E-03,-71.23104E-03,-70.53460E-03,+51.38189E-03,-45.10055E-03
-12.80000E-03,+9.17097E-03,-80.52757E-03,+25.35508E-03,-73.44893E-03
-12.77500E-03,+9.17097E-03,-18.48097E-03,-10.66471E-03,-45.10055E-03
-12.75000E-03,+26.83536E-03,-125.56E-06,-29.02012E-03,-62.76494E-03
-12.72500E-03,+9.17097E-03,-53.80974E-03,-29.02012E-03,-18.13421E-03
-12.70000E-03,-130.98E-06,-125.56E-06,-29.02012E-03,-45.10055E-03
-12.67500E-03,-36.15077E-03,-125.56E-06,+51.38189E-03,+221.19E-06
-12.65000E-03,+87.69393E-03,-125.56E-06,-28.08059E-03,-45.10055E-03
-12.62500E-03,-34.27172E-03,-43.56826E-03,+14.42258E-03,-88.54325E-03
-12.60000E-03,-63.80813E-03,-7.54847E-03,-29.02012E-03,-45.10055E-03
-12.57500E-03,-42.63415E-03,-80.52757E-03,+22.78501E-03,-96.90568E-03
-12.55000E-03,-22.39970E-03,-64.74224E-03,-13.23478E-03,+19.51612E-03
-12.52500E-03,-31.29794E-03,-125.56E-06,-8.78566E-03,-45.10055E-03
-12.50000E-03,-71.23104E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-12.47500E-03,+9.17097E-03,-125.56E-06,-97.55010E-03,+23.42943E-03
-12.45000E-03,-38.72084E-03,-125.56E-06,-76.91193E-03,-45.10055E-03
-12.42500E-03,-67.72144E-03,+3.38403E-03,+47.87230E-03,-45.10055E-03
-12.40000E-03,-30.35841E-03,-125.56E-06,+10.50927E-03,-45.10055E-03
-12.37500E-03,+4.31814E-03,-80.52757E-03,+41.67623E-03,-45.10055E-03
-12.35000E-03,-40.06408E-03,-31.29252E-03,-29.02012E-03,-45.10055E-03
-12.32500E-03,+9.17097E-03,-54.09705E-03,-15.80485E-03,-45.10055E-03
-12.30000E-03,+9.17097E-03,-57.72305E-03,+28.57737E-03,-67.90508E-03
-12.27500E-03,-49.65334E-03,-125.56E-06,-7.44242E-03,+13.72376E-03
-12.25000E-03,-71.23104E-03,+14.31653E-03,+36.93980E-03,-59.54265E-03
-12.22500E-03,-121.69292E-03,-50.58745E-03,+21.44177E-03,-45.10055E-03
-12.20000E-03,+3.09130E-03,-125.56E-06,-22.94045E-03,+29.22179E-03
-12.17500E-03,-71.23104E-03,-125.56E-06,-32.81702E-03,-45.10055E-03
-12.15000E-03,-71.23104E-03,-78.24481E-03,-24.45459E-03,+30.73593E-03
-12.12500E-03,-24.56606E-03,-125.56E-06,+51.38189E-03,-58.02851E-03
-12.10000E-03,-1.47422E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-12.07500E-03,+9.17097E-03,-125.56E-06,-54.39471E-03,-45.10055E-03
-12.05000E-03,+70.56536E-03,-19.13319E-03,-10.01249E-03,-45.10055E-03
-12.02500E-03,-54.21887E-03,-125.56E-06,+34.36973E-03,-45.10055E-03
-12.00000E-03,-18.19908E-03,-27.49562E-03,+24.01184E-03,-72.47061E-03
-11.97500E-03,+9.17097E-03,+8.52417E-03,-29.02012E-03,-45.10055E-03
-11.95000E-03,-151.63305E-03,-80.52757E-03,+15.64941E-03,-45.10055E-03
-11.92500E-03,+9.17097E-03,-125.56E-06,+51.09459E-03,+35.01415E-03
-11.90000E-03,+9.17097E-03,-80.52757E-03,+15.07480E-03,+35.30145E-03
-11.87500E-03,-63.15592E-03,-125.56E-06,+43.30677E-03,-125.50256E-03
-11.85000E-03,-71.23104E-03,-52.58291E-03,-29.02012E-03,-97.55790E-03
-11.82500E-03,+9.17097E-03,-16.56312E-03,-29.02012E-03,+18.86390E-03
-11.80000E-03,-51.64880E-03,-19.70780E-03,+31.79966E-03,-145.08480E-03
-11.77500E-03,+33.97095E-03,-125.56E-06,+26.58191E-03,-69.90054E-03
-11.75000E-03,-60.01123E-03,-125.56E-06,-40.23992E-03,+35.30145E-03
-11.72500E-03,-38.06863E-03,-47.36516E-03,+18.21948E-03,-78.26297E-03
-11.70000E-03,-68.37366E-03,-125.56E-06,+126.06914E-03,-45.10055E-03
-11.67500E-03,-71.23104E-03,-41.65041E-03,-29.02012E-03,+35.30145E-03
-11.65000E-03,-65.72599E-03,-75.02252E-03,-98.41202E-03,-45.10055E-03
-11.62500E-03,-21.34377E-03,-80.52757E-03,+20.86715E-03,-45.10055E-03
-11.60000E-03,-4.69651E-03,-125.56E-06,-15.15264E-03,-58.96804E-03
-11.57500E-03,-12.98134E-03,+22.02674E-03,-6.86781E-03,-22.94825E-03
-11.55000E-03,-13.05894E-03,-125.56E-06,-6.79021E-03,+13.07154E-03
-11.52500E-03,+9.17097E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-11.50000E-03,+9.17097E-03,-125.56E-06,+70.59922E-03,-45.10055E-03
-11.47500E-03,-65.80359E-03,-75.10012E-03,+51.38189E-03,-45.10055E-03
-11.45000E-03,-71.23104E-03,-41.57280E-03,-65.48242E-03,-45.10055E-03
-11.42500E-03,-71.23104E-03,-77.59259E-03,+48.44691E-03,+32.36647E-03
-11.40000E-03,+9.17097E-03,-125.56E-06,+18.29708E-03,-92.41775E-03
-11.37500E-03,+9.17097E-03,-11.42297E-03,-29.02012E-03,-45.10055E-03
-11.35000E-03,+9.17097E-03,-125.56E-06,+26.65951E-03,+10.57907E-03
-11.32500E-03,-71.23104E-03,-19.78540E-03,-9.36028E-03,-64.76039E-03
-11.30000E-03,-71.23104E-03,-125.56E-06,+35.02194E-03,-45.10055E-03
-11.27500E-03,-43.20877E-03,-125.56E-06,-997.85E-06,-73.12282E-03
-11.25000E-03,-71.23104E-03,-8.12308E-03,+35.38685E-03,-45.10055E-03
-11.22500E-03,-27.21373E-03,+36.25913E-03,-29.02012E-03,+35.30145E-03
-11.20000E-03,+8.80606E-03,-125.56E-06,-29.02012E-03,-45.46546E-03
-11.17500E-03,-62.13879E-03,+35.52932E-03,+15.72701E-03,-353.43E-06
-11.15000E-03,+9.17097E-03,-71.80023E-03,-29.02012E-03,-45.10055E-03
-11.12500E-03,+9.17097E-03,-125.56E-06,-1.72767E-03,-45.10055E-03
-11.10000E-03,-71.23104E-03,+63.18668E-03,+17.20236E-03,-28.01079E-03
-11.07500E-03,-9.75905E-03,-19.05559E-03,+32.45187E-03,-45.10055E-03
-11.05000E-03,-16.28123E-03,-25.57776E-03,+25.92969E-03,-74.59817E-03
-11.02500E-03,-60.66345E-03,-125.56E-06,-29.02012E-03,-34.53296E-03
-11.00000E-03,+9.17097E-03,-80.52757E-03,-29.02012E-03,-45.10055E-03
-10.97500E-03,-71.23104E-03,-2.33073E-03,+51.38189E-03,+30.89113E-03
-10.95000E-03,-29.05398E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-10.92500E-03,-71.23104E-03,-125.56E-06,-103.26486E-03,+22.98692E-03
-10.90000E-03,+9.17097E-03,-125.56E-06,+21.51937E-03,-65.77752E-03
-10.87500E-03,+23.69067E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-10.85000E-03,+9.17097E-03,-21.62566E-03,+51.38189E-03,-2.10037E-03
-10.82500E-03,-48.34891E-03,-23.00769E-03,+28.49977E-03,-45.10055E-03
-10.80000E-03,+9.17097E-03,+54.00112E-03,+51.38189E-03,-45.10055E-03
-10.77500E-03,-71.23104E-03,-125.56E-06,-29.02012E-03,+35.30145E-03
-10.75000E-03,-76.00627E-03,-75.75234E-03,+46.60666E-03,-45.10055E-03
-10.72500E-03,-70.04300E-03,-125.56E-06,-68.62710E-03,-4.30553E-03
-10.70000E-03,-71.23104E-03,-76.94038E-03,-21.84572E-03,-121.91537E-03
-10.67500E-03,-23.26162E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-10.65000E-03,-71.23104E-03,-12.07519E-03,-17.07049E-03,-101.60331E-03
-10.62500E-03,+9.17097E-03,-125.56E-06,+19.12021E-03,-21.03039E-03
-10.60000E-03,+9.17097E-03,-125.56E-06,+51.38189E-03,-45.10055E-03
-10.57500E-03,-55.52331E-03,-64.81984E-03,-29.02012E-03,+35.30145E-03
-10.55000E-03,-42.55655E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-10.52500E-03,+9.17097E-03,-7.47087E-03,-21.67481E-03,-37.75525E-03
-10.50000E-03,+2.84280E-03,-125.56E-06,+51.38189E-03,-45.10055E-03
-10.47500E-03,-70.21391E-03,-78.49332E-03,+49.34764E-03,-45.10055E-03
-10.45000E-03,+9.17097E-03,-45.52491E-03,-29.02012E-03,-55.49724E-03
-10.42500E-03,-61.85148E-03,-71.14802E-03,-29.02012E-03,-35.72100E-03
-10.40000E-03,+9.17097E-03,+53.63621E-03,+24.74166E-03,-18.46032E-03
-10.37500E-03,-8.57102E-03,-125.56E-06,+96.29993E-03,-62.84254E-03
-10.35000E-03,-27.38463E-03,-18.40337E-03,-29.02012E-03,-45.10055E-03
-10.32500E-03,+9.17097E-03,-26.22998E-03,-29.02012E-03,-45.10055E-03
-10.30000E-03,-744.40E-06,+60.44570E-03,+31.55115E-03,-45.10055E-03
-10.27500E-03,-71.23104E-03,-34.59241E-03,+85.84874E-03,-10.63371E-03
-10.25000E-03,+9.17097E-03,+1.42738E-03,-27.46717E-03,+33.74851E-03
-10.22500E-03,-28.40176E-03,-125.56E-06,+13.80916E-03,-7.52782E-03
-10.20000E-03,+2.36149E-03,-125.56E-06,+51.38189E-03,-125.50256E-03
-10.17500E-03,+9.17097E-03,-125.56E-06,+190.19E-06,-74.31086E-03
-10.15000E-03,-71.23104E-03,-65.35566E-03,-44.19203E-03,+35.30145E-03
-10.12500E-03,+30.01885E-03,-20.97344E-03,+30.53402E-03,+14.45358E-03
-10.10000E-03,-128.09870E-03,-23.65991E-03,+27.84755E-03,-45.10055E-03
-10.07500E-03,-3.31447E-03,-125.56E-06,+38.89645E-03,-45.10055E-03
-10.05000E-03,+9.17097E-03,-125.56E-06,+51.38189E-03,-13.20378E-03
-10.02500E-03,+9.17097E-03,-125.56E-06,-29.02012E-03,-121.37955E-03
-10.00000E-03,-30.97183E-03,-125.56E-06,+51.38189E-03,-45.10055E-03
-9.97500E-03,+9.17097E-03,-76.28816E-03,+47.14248E-03,-45.10055E-03
-9.95000E-03,-54.38978E-03,-31.90594E-03,+51.38189E-03,-13.32018E-03
-9.92500E-03,-58.62919E-03,+122.87292E-03,+38.78005E-03,+22.69961E-03
-9.90000E-03,+9.17097E-03,+23.29238E-03,+27.96395E-03,-45.10055E-03
-9.87500E-03,-50.26676E-03,-59.56330E-03,-29.02012E-03,+14.33718E-03
-9.85000E-03,-56.17552E-03,-65.47206E-03,+36.32638E-03,-45.10055E-03
-9.82500E-03,-71.23104E-03,-80.52757E-03,+51.38189E-03,-45.10055E-03
-9.80000E-03,-64.53795E-03,-125.56E-06,+44.68881E-03,-51.79364E-03
-9.77500E-03,-28.51816E-03,+42.58731E-03,+13.69276E-03,-82.78969E-03
-9.75000E-03,+9.17097E-03,-125.56E-06,-27.35077E-03,-125.50256E-03
-9.72500E-03,+9.17097E-03,-46.17713E-03,+51.38189E-03,+951.01E-06
-9.70000E-03,-61.19926E-03,-70.49580E-03,+41.35012E-03,-45.10055E-03
-9.67500E-03,-45.24302E-03,+54.28843E-03,-29.02012E-03,-45.10055E-03
-9.65000E-03,-9.22323E-03,-125.56E-06,-10.62591E-03,-26.70635E-03
-9.62500E-03,-71.23104E-03,+45.02527E-03,+114.15832E-03,-45.10055E-03
-9.60000E-03,+9.17097E-03,-125.56E-06,+24.49315E-03,-45.10055E-03
-9.57500E-03,-92.18E-06,-125.56E-06,-19.75696E-03,-45.10055E-03
-9.55000E-03,-81.39492E-03,-80.52757E-03,+51.38189E-03,-45.10055E-03
-9.52500E-03,-71.23104E-03,-1.02629E-03,-28.11939E-03,-45.10055E-03
-9.50000E-03,+9.17097E-03,-125.56E-06,-29.02012E-03,-45.10055E-03
-9.47500E-03,+1.70927E-03,-7.58727E-03,-14.09671E-03,-45.10055E-03
-9.45000E-03,+9.17097E-03,-125.56E-06,+74.66773E-03,+6.74337E-03
-9.42500E-03,-22.47730E-03,-125.56E-06,+19.73363E-03,-109.67843E-03
-9.40000E-03,-71.23104E-03,-80.52757E-03,+31.18624E-03,-165.51326E-03
-9.37500E-03,-15.01559E-03,+24.06100E-03,-29.02012E-03,-101.31600E-03
-9.35000E-03,+9.17097E-03,-80.52757E-03,+51.38189E-03,-45.10055E-03
-9.32500E-03,+9.17097E-03,-125.56E-06,-29.02012E-03,-12.55156E-03
-9.30000E-03,+12.64177E-03,-80.52757E-03,+47.91110E-03,-45.10055E-03
-9.27500E-03,+9.17097E-03,-80.52757E-03,+51.38189E-03,-45.10055E-03
-9.25000E-03,-71.23104E-03,-5.01720E-03,-99.63886E-03,-120.61093E-03
-9.22500E-03,+9.17097E-03,-49.39942E-03,-29.02012E-03,+4.17330E-03
-9.20000E-03,+9.17097E-03,-125.56E-06,-15.76605E-03,-31.84649E-03
-9.17500E-03,-71.23104E-03,-125.56E-06,+51.38189E-03,-102.73684E-03
-9.15000E-03,-49.61454E-03,-125.56E-06,-50.63661E-03,-45.10055E-03
-9.12500E-03,-5.23232E-03,-66.12428E-03,+117.38061E-03,-45.10055E-03
-9.10000E-03,+9.17097E-03,-30.10449E-03,+21.40297E-03,-95.52364E-03
-9.07500E-03,+3.13011E-03,+74.23558E-03,-22.97925E-03,-45.10055E-03
-9.05000E-03,-29.17038E-03,-125.56E-06,+13.04054E-03,-45.10055E-03
-9.02500E-03,-149.31148E-03,-125.56E-06,+49.06033E-03,-120.85944E-03
-9.00000E-03,+9.17097E-03,-125.56E-06,+17.68367E-03,+22.29590E-03
