x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-145.0000E-03,+2.6091709E+00,+2.6714824E+00,+2.6998494E+00,+2.7127638E+00
-144.7500E-03,+2.6091709E+00,+2.6844274E+00,+2.7283919E+00,+2.6453465E+00
-144.5000E-03,+2.6895729E+00,+2.6714824E+00,+2.7828245E+00,+2.6712762E+00
-144.2500E-03,+2.7622158E+00,+2.6792414E+00,+2.6479899E+00,+2.6660506E+00
-144.0000E-03,+2.6610700E+00,+2.7233815E+00,+2.6998891E+00,+2.7101907E+00
-143.7500E-03,+2.6895729E+00,+2.6714824E+00,+2.7283919E+00,+2.6582915E+00
-143.5000E-03,+2.6687497E+00,+2.6714824E+00,+2.7075687E+00,+2.7178703E+00
-143.2500E-03,+2.6195031E+00,+2.6818146E+00,+2.7283919E+00,+2.6686237E+00
-143.0000E-03,+2.6895729E+00,+2.6221563E+00,+2.8087939E+00,+2.6765416E+00
-142.7500E-03,+2.6324083E+00,+2.6714824E+00,+2.7283919E+00,+2.6582915E+00
-142.5000E-03,+2.7542979E+00,+2.6714824E+00,+2.6558284E+00,+2.6661300E+00
-142.2500E-03,+2.6895729E+00,+2.6843877E+00,+2.7958886E+00,+2.5907948E+00
-142.0000E-03,+2.6428199E+00,+2.6378333E+00,+2.7283919E+00,+2.6451876E+00
-141.7500E-03,+2.7155820E+00,+2.7258752E+00,+2.7283919E+00,+2.6582915E+00
-141.5000E-03,+2.6843075E+00,+2.6767478E+00,+2.6532553E+00,+2.6582915E+00
-141.2500E-03,+2.7390181E+00,+2.6714824E+00,+2.7933155E+00,+2.6428131E+00
-141.0000E-03,+2.6895729E+00,+2.6714824E+00,+2.7283919E+00,+2.6582915E+00
-140.7500E-03,+2.7699749E+00,+2.6379524E+00,+2.7518280E+00,+2.7152575E+00
-140.5000E-03,+2.6145554E+00,+2.6714824E+00,+2.7283919E+00,+2.6609838E+00
-140.2500E-03,+2.6895729E+00,+2.6271834E+00,+2.7464434E+00,+2.6582915E+00
-140.0000E-03,+2.6895729E+00,+2.7518844E+00,+2.7283919E+00,+2.6582915E+00
-139.7500E-03,+2.6687100E+00,+2.7310215E+00,+2.7462051E+00,+2.7178306E+00
-139.5000E-03,+2.7698558E+00,+2.6714824E+00,+2.7283919E+00,+2.6584106E+00
-139.2500E-03,+2.7493503E+00,+2.6921070E+00,+2.7283919E+00,+2.6789161E+00
-139.0000E-03,+2.6505393E+00,+2.6714824E+00,+2.7697603E+00,+2.6996599E+00
-138.7500E-03,+2.6274607E+00,+2.6531926E+00,+2.6662797E+00,+2.6765813E+00
-138.5000E-03,+2.6116248E+00,+2.6739363E+00,+2.7259379E+00,+2.6582915E+00
-138.2500E-03,+2.6663751E+00,+2.6714824E+00,+2.7283919E+00,+2.7154958E+00
-138.0000E-03,+2.6895729E+00,+2.7079429E+00,+2.7723334E+00,+2.6582915E+00
-137.7500E-03,+2.6406043E+00,+2.6871991E+00,+2.6637066E+00,+2.6093229E+00
-137.5000E-03,+2.6141980E+00,+2.7518844E+00,+2.7334190E+00,+2.7336664E+00
-137.2500E-03,+2.7153438E+00,+2.7261135E+00,+2.7572522E+00,+2.7129226E+00
-137.0000E-03,+2.6895729E+00,+2.6714824E+00,+2.7283919E+00,+2.7386935E+00
-136.7500E-03,+2.7568313E+00,+2.6714824E+00,+2.6479899E+00,+2.6582915E+00
-136.5000E-03,+2.6971731E+00,+2.6790826E+00,+2.7935935E+00,+2.6506913E+00
-136.2500E-03,+2.7416309E+00,+2.6998264E+00,+2.6479899E+00,+2.6866355E+00
-136.0000E-03,+2.6895729E+00,+2.6714824E+00,+2.7283919E+00,+2.7386935E+00
