x-axis,1,2
second,Volt,Volt
-510.000E-06,,
-507.500E-06,+8.820140E-03,+98.510257E-03
-505.000E-06,+13.536429E-03,+97.264445E-03
-502.500E-06,+11.866622E-03,+98.091497E-03
-500.000E-06,+12.562811E-03,+99.892167E-03
-497.500E-06,+10.772610E-03,+97.672736E-03
-495.000E-06,+9.914151E-03,+101.436346E-03
-492.500E-06,+11.029101E-03,+103.760466E-03
-490.000E-06,+12.562811E-03,+98.520726E-03
-487.500E-06,+12.447652E-03,+96.835215E-03
-485.000E-06,+12.562811E-03,+102.655986E-03
-482.500E-06,+13.285173E-03,+100.436555E-03
-480.000E-06,+6.234294E-03,+102.237225E-03
-477.500E-06,+9.772820E-03,+98.787686E-03
-475.000E-06,+11.573490E-03,+96.746229E-03
-472.500E-06,+13.374160E-03,+98.787686E-03
-470.000E-06,+12.562811E-03,+96.175667E-03
-467.500E-06,+16.190324E-03,+102.807786E-03
-465.000E-06,+8.542711E-03,+96.594428E-03
-462.500E-06,+8.595056E-03,+98.761513E-03
-460.000E-06,+10.317208E-03,+100.562183E-03
-457.500E-06,+16.137979E-03,+94.767585E-03
-455.000E-06,+9.851337E-03,+97.479059E-03
-452.500E-06,+10.270098E-03,+97.923992E-03
-450.000E-06,+15.645935E-03,+98.787686E-03
-447.500E-06,+8.542711E-03,+101.525332E-03
-445.000E-06,+8.024495E-03,+98.787686E-03
-442.500E-06,+13.180483E-03,+98.787686E-03
-440.000E-06,+12.662267E-03,+94.966497E-03
-437.500E-06,+16.582912E-03,+99.007535E-03
-435.000E-06,+12.882116E-03,+98.468381E-03
-432.500E-06,+11.081446E-03,+103.865156E-03
-430.000E-06,+13.300877E-03,+102.069721E-03
-427.500E-06,+17.645517E-03,+96.662476E-03
-425.000E-06,+10.856362E-03,+98.787686E-03
-422.500E-06,+8.542711E-03,+100.075374E-03
-420.000E-06,+14.138398E-03,+96.343172E-03
-417.500E-06,+8.992878E-03,+98.787686E-03
-415.000E-06,+12.562811E-03,+96.761932E-03
-412.500E-06,+12.562811E-03,+98.981363E-03
-410.000E-06,+8.542711E-03,+97.981572E-03
-407.500E-06,+15.970475E-03,+98.175249E-03
-405.000E-06,+12.562811E-03,+101.619553E-03
-402.500E-06,+14.520517E-03,+99.818884E-03
-400.000E-06,+12.562811E-03,+94.767585E-03
-397.500E-06,+11.112853E-03,+98.787686E-03
-395.000E-06,+12.212099E-03,+98.436974E-03
-392.500E-06,+10.411429E-03,+98.787686E-03
-390.000E-06,+8.610759E-03,+98.923783E-03
