x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-4.999970E+00,+75.377E-03,-1.859E-03,-202.261E-03,-511.307E-03
-4.994970E+00,-75.377E-03,-403.869E-03,-202.261E-03,-988.694E-03
-4.989970E+00,+0.0E+00,-278.241E-03,-202.261E-03,-586.684E-03
-4.984970E+00,+125.628E-03,-403.869E-03,-202.261E-03,-184.674E-03
-4.979970E+00,+75.377E-03,-1.859E-03,-202.261E-03,-435.930E-03
-4.974970E+00,-251.256E-03,-1.859E-03,-26.382E-03,-360.553E-03
-4.969970E+00,+150.754E-03,-127.488E-03,-478.643E-03,-184.674E-03
-4.964970E+00,+125.628E-03,-1.859E-03,-202.261E-03,-184.674E-03
-4.959970E+00,+150.754E-03,-328.493E-03,-126.885E-03,-988.694E-03
-4.954970E+00,-251.256E-03,-177.739E-03,-202.261E-03,-586.684E-03
-4.949970E+00,-251.256E-03,-127.488E-03,-327.890E-03,-586.684E-03
-4.944970E+00,+100.503E-03,-1.859E-03,-579.146E-03,-209.799E-03
-4.939970E+00,+150.754E-03,-77.236E-03,+124.372E-03,-184.674E-03
-4.934970E+00,+150.754E-03,-403.869E-03,-202.261E-03,-184.674E-03
-4.929970E+00,+25.126E-03,-1.859E-03,-202.261E-03,-184.674E-03
-4.924970E+00,+150.754E-03,-403.869E-03,-202.261E-03,-561.558E-03
-4.919970E+00,-175.879E-03,-403.869E-03,-202.261E-03,-586.684E-03
-4.914970E+00,+376.885E-03,-403.869E-03,-202.261E-03,-360.553E-03
-4.909970E+00,+25.126E-03,-1.859E-03,+74.121E-03,-310.302E-03
-4.904970E+00,+100.503E-03,-1.859E-03,-227.387E-03,-209.799E-03
-4.899970E+00,-175.879E-03,-1.859E-03,-202.261E-03,-511.307E-03
-4.894970E+00,-477.387E-03,+48.392E-03,-428.392E-03,-586.684E-03
-4.889970E+00,+150.754E-03,-278.241E-03,-76.633E-03,-184.674E-03
-4.884970E+00,+150.754E-03,-1.859E-03,-177.136E-03,-209.799E-03
-4.879970E+00,+150.754E-03,-1.859E-03,+124.372E-03,-586.684E-03
-4.874970E+00,+201.005E-03,-1.859E-03,-378.141E-03,-586.684E-03
-4.869970E+00,-125.628E-03,-278.241E-03,-478.643E-03,-310.302E-03
-4.864970E+00,-603.015E-03,-403.869E-03,-177.136E-03,-209.799E-03
-4.859970E+00,+150.754E-03,-1.859E-03,-126.885E-03,-586.684E-03
-4.854970E+00,+150.754E-03,-177.739E-03,-202.261E-03,-410.804E-03
-4.849970E+00,-402.010E-03,-278.241E-03,-478.643E-03,-461.055E-03
-4.844970E+00,-201.005E-03,-1.859E-03,+174.623E-03,-184.674E-03
-4.839970E+00,-251.256E-03,-77.236E-03,-277.638E-03,-184.674E-03
-4.834970E+00,-251.256E-03,-579.749E-03,-26.382E-03,-586.684E-03
-4.829970E+00,+25.126E-03,-127.488E-03,-202.261E-03,-435.930E-03
-4.824970E+00,-226.130E-03,-403.869E-03,+199.749E-03,-586.684E-03
-4.819970E+00,+150.754E-03,-1.859E-03,-202.261E-03,-586.684E-03
-4.814970E+00,-25.125E-03,-177.739E-03,+23.869E-03,-410.804E-03
-4.809970E+00,+150.754E-03,-1.859E-03,-202.261E-03,-586.684E-03
-4.804970E+00,-226.130E-03,-403.869E-03,-202.261E-03,-561.558E-03
-4.799970E+00,+75.377E-03,-403.869E-03,-202.261E-03,-184.674E-03
-4.794970E+00,-201.005E-03,-403.869E-03,-202.261E-03,-184.674E-03
-4.789970E+00,-251.256E-03,-1.859E-03,-327.890E-03,-184.674E-03
-4.784970E+00,+125.628E-03,-378.744E-03,+174.623E-03,-209.799E-03
-4.779970E+00,+150.754E-03,+73.518E-03,-202.261E-03,-511.307E-03
-4.774970E+00,-251.256E-03,-227.990E-03,+23.869E-03,-410.804E-03
-4.769970E+00,+25.126E-03,-403.869E-03,-202.261E-03,-435.930E-03
