x-axis,1,2,3
second,Volt,Volt,Volt
-4.995120E+00,-2.513E-03,-3.005025E+00,-2.944724E+00
-4.990120E+00,-7.538E-03,-2.884422E+00,-2.924623E+00
-4.985120E+00,-12.563E-03,-2.884422E+00,-2.904523E+00
-4.980120E+00,-7.538E-03,-2.964824E+00,-2.984925E+00
-4.975120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.970120E+00,+2.513E-03,-3.025126E+00,-2.844221E+00
-4.965120E+00,-12.563E-03,-2.964824E+00,-2.904523E+00
-4.960120E+00,-7.538E-03,-2.884422E+00,-2.924623E+00
-4.955120E+00,-12.563E-03,-2.964824E+00,-2.944724E+00
-4.950120E+00,-7.538E-03,-2.964824E+00,-2.904523E+00
-4.945120E+00,+7.538E-03,-2.884422E+00,-2.904523E+00
-4.940120E+00,-7.538E-03,-2.964824E+00,-2.884422E+00
-4.935120E+00,-2.513E-03,-3.005025E+00,-2.904523E+00
-4.930120E+00,-27.638E-03,-2.964824E+00,-3.005025E+00
-4.925120E+00,+7.538E-03,-3.125628E+00,-2.984925E+00
-4.920120E+00,-7.538E-03,-2.984925E+00,-2.904523E+00
-4.915120E+00,+7.538E-03,-2.964824E+00,-2.944724E+00
-4.910120E+00,-2.513E-03,-2.964824E+00,-2.924623E+00
-4.905120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.900120E+00,+2.513E-03,-2.984925E+00,-2.924623E+00
-4.895120E+00,+7.538E-03,-2.884422E+00,-2.944724E+00
-4.890120E+00,-2.513E-03,-2.924623E+00,-2.964824E+00
-4.885120E+00,-12.563E-03,-2.964824E+00,-2.984925E+00
-4.880120E+00,+7.538E-03,-2.904523E+00,-2.904523E+00
-4.875120E+00,+7.538E-03,-2.924623E+00,-2.944724E+00
-4.870120E+00,+12.563E-03,-2.964824E+00,-2.904523E+00
-4.865120E+00,-32.663E-03,-2.964824E+00,-2.984925E+00
-4.860120E+00,+2.513E-03,-2.944724E+00,-2.904523E+00
-4.855120E+00,+17.588E-03,-2.924623E+00,-2.904523E+00
-4.850120E+00,-27.638E-03,-3.025126E+00,-2.904523E+00
-4.845120E+00,-12.563E-03,-2.964824E+00,-2.904523E+00
-4.840120E+00,-7.538E-03,-2.964824E+00,-2.904523E+00
-4.835120E+00,-2.513E-03,-2.924623E+00,-2.904523E+00
-4.830120E+00,-7.538E-03,-2.904523E+00,-2.984925E+00
-4.825120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.820120E+00,-12.563E-03,-2.964824E+00,-2.904523E+00
-4.815120E+00,+17.588E-03,-2.924623E+00,-2.864322E+00
-4.810120E+00,-7.538E-03,-3.025126E+00,-2.904523E+00
-4.805120E+00,+27.638E-03,-2.964824E+00,-2.824121E+00
-4.800120E+00,+7.538E-03,-2.964824E+00,-2.924623E+00
-4.795120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.790120E+00,+22.613E-03,-2.964824E+00,-2.984925E+00
-4.785120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.780120E+00,-12.563E-03,-2.884422E+00,-2.924623E+00
-4.775120E+00,+7.538E-03,-2.924623E+00,-2.904523E+00
-4.770120E+00,-7.538E-03,-2.844221E+00,-2.964824E+00
-4.765120E+00,+7.538E-03,-2.884422E+00,-2.984925E+00
-4.760120E+00,-2.513E-03,-3.025126E+00,-2.944724E+00
-4.755120E+00,-2.513E-03,-2.964824E+00,-2.904523E+00
-4.750120E+00,+2.513E-03,-2.984925E+00,-2.904523E+00
-4.745120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.740120E+00,+2.513E-03,-3.025126E+00,-2.984925E+00
-4.735120E+00,+7.538E-03,-2.964824E+00,-2.984925E+00
-4.730120E+00,-12.563E-03,-2.904523E+00,-2.904523E+00
-4.725120E+00,+7.538E-03,-2.964824E+00,-2.824121E+00
-4.720120E+00,+7.538E-03,-2.904523E+00,-2.904523E+00
-4.715120E+00,-2.513E-03,-2.884422E+00,-2.904523E+00
-4.710120E+00,+12.563E-03,-2.944724E+00,-2.904523E+00
-4.705120E+00,-32.663E-03,-2.964824E+00,-2.984925E+00
-4.700120E+00,+27.638E-03,-3.005025E+00,-2.904523E+00
-4.695120E+00,-2.513E-03,-2.964824E+00,-2.824121E+00
-4.690120E+00,+7.538E-03,-2.944724E+00,-2.944724E+00
-4.685120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.680120E+00,+7.538E-03,-3.025126E+00,-2.904523E+00
-4.675120E+00,+7.538E-03,-2.924623E+00,-2.864322E+00
-4.670120E+00,+17.588E-03,-2.944724E+00,-2.904523E+00
-4.665120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.660120E+00,+22.613E-03,-2.904523E+00,-2.904523E+00
-4.655120E+00,-12.563E-03,-2.924623E+00,-2.944724E+00
-4.650120E+00,-7.538E-03,-2.964824E+00,-2.884422E+00
-4.645120E+00,+7.538E-03,-2.884422E+00,-2.904523E+00
-4.640120E+00,+12.563E-03,-3.005025E+00,-2.964824E+00
-4.635120E+00,-2.513E-03,-2.924623E+00,-2.904523E+00
-4.630120E+00,+2.513E-03,-2.924623E+00,-2.904523E+00
-4.625120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.620120E+00,-12.563E-03,-2.904523E+00,-2.964824E+00
-4.615120E+00,+7.538E-03,-2.924623E+00,-2.904523E+00
-4.610120E+00,-12.563E-03,-2.884422E+00,-2.924623E+00
-4.605120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.600120E+00,+7.538E-03,-2.904523E+00,-2.964824E+00
-4.595120E+00,-12.563E-03,-2.924623E+00,-2.944724E+00
-4.590120E+00,-7.538E-03,-2.964824E+00,-2.844221E+00
-4.585120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.580120E+00,+12.563E-03,-2.964824E+00,-2.964824E+00
-4.575120E+00,+17.588E-03,-3.005025E+00,-2.944724E+00
-4.570120E+00,-7.538E-03,-2.964824E+00,-2.904523E+00
-4.565120E+00,+27.638E-03,-2.964824E+00,-2.984925E+00
-4.560120E+00,-2.513E-03,-2.964824E+00,-2.904523E+00
-4.555120E+00,+7.538E-03,-2.964824E+00,-2.944724E+00
-4.550120E+00,+7.538E-03,-2.964824E+00,-2.924623E+00
-4.545120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.540120E+00,-12.563E-03,-2.964824E+00,-2.964824E+00
-4.535120E+00,+7.538E-03,-2.924623E+00,-2.904523E+00
-4.530120E+00,-12.563E-03,-2.904523E+00,-2.944724E+00
-4.525120E+00,-12.563E-03,-2.964824E+00,-2.984925E+00
-4.520120E+00,+22.613E-03,-2.964824E+00,-2.964824E+00
-4.515120E+00,-12.563E-03,-2.964824E+00,-2.944724E+00
-4.510120E+00,-7.538E-03,-2.964824E+00,-2.984925E+00
-4.505120E+00,+7.538E-03,-2.964824E+00,-2.904523E+00
-4.500120E+00,-7.538E-03,-3.005025E+00,-2.904523E+00
-4.495120E+00,+17.588E-03,-2.964824E+00,-2.864322E+00
